full_name,stargazers_count,description,created_at,updated_at,forks_count,watchers_count,size,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,open_issues_count
DiffSharp/DiffSharp,600,DiffSharp: Differentiable Functional Programming,2014-08-28T16:19:45Z,2025-04-26T08:51:09Z,70,600,169618,F#,True,True,True,True,True,True,False,38
Pircate/EachNavigationBar,600,A custom navigation bar for each view controller.,2018-04-19T05:27:28Z,2025-04-30T01:52:02Z,73,600,6282,Swift,True,True,True,True,False,False,False,32
paoloricciuti/sveltekit-search-params,600,The easiest way to read and WRITE from query parameters in sveltekit.,2022-10-11T15:04:28Z,2025-05-15T16:09:28Z,22,600,898,TypeScript,True,True,True,True,False,True,False,26
bitaxeorg/ESP-Miner,600,A bitcoin ASIC miner for the ESP32,2022-11-17T22:19:03Z,2025-05-19T09:14:57Z,228,600,4307,C,True,True,True,True,False,True,False,126
btford/angular-express-blog,600,Example AngularJS app using an Express + Node.js backend.,2012-06-19T22:45:26Z,2025-03-21T01:05:02Z,244,600,1210,JavaScript,True,True,True,True,False,False,False,15
codrops/MinimalForm,600,A simplistic form with inputs shown one at a time. Inspired by the form seen on the end of the [PageLanes website](http://www.pagelanes.com/).,2014-04-01T06:28:55Z,2025-04-21T23:43:32Z,138,600,255,JavaScript,True,True,True,True,False,False,False,5
tunabrain/incremental-fluids,600,"Simple, single-file fluid solvers for learning purposes",2013-07-02T19:15:25Z,2025-05-04T09:46:18Z,76,600,718,C++,True,True,True,True,False,False,False,3
driesvints/blade-heroicons,600,A package to easily make use of Heroicons in your Laravel Blade views.,2020-04-25T11:00:43Z,2025-05-11T23:13:03Z,52,600,1020,PHP,True,False,True,False,False,False,False,0
spatie/ray,600,Debug with Ray to fix problems faster,2020-11-04T10:30:52Z,2025-05-12T11:58:10Z,108,600,17097,PHP,True,False,True,False,True,True,False,21
catppuccin/kde,600,🌻 Soothing pastel theme for KDE,2022-01-28T07:28:28Z,2025-05-19T10:39:52Z,34,600,34260,Shell,True,True,True,True,False,False,False,26
Azure/azure-iot-sdk-c,600,A C99 SDK for connecting devices to Microsoft Azure IoT services,2016-10-14T17:54:57Z,2025-05-12T06:20:09Z,741,600,61907,C,True,True,True,True,True,True,False,25
chrishunt/dot-files,600,"Dot-files for Linux, Mac OS X, Windows",2010-08-27T22:21:25Z,2025-03-01T16:42:01Z,86,600,4441,Vim Script,True,True,True,False,False,False,False,0
trivialmips/nontrivial-mips,600,"NonTrivial-MIPS is a synthesizable superscalar MIPS processor with branch prediction and FPU support, and it is capable of booting linux.",2019-02-20T12:02:17Z,2025-05-14T15:02:09Z,102,600,21347,SystemVerilog,True,True,True,True,False,False,False,0
VirtusLab/scala-cli,600,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your Scala code (and more!)",2021-05-10T12:29:24Z,2025-05-19T14:48:17Z,143,600,101062,Scala,True,True,True,False,True,True,False,320
blurfx/KakaoTalkAdBlock,600,AdBlock for KakaoTalk Desktop Client,2019-03-23T11:19:28Z,2025-05-19T16:05:12Z,56,600,521,Go,True,False,True,False,False,False,False,11
colinta/teacup,600,This project has been sunset in favor of MotionKit,2012-05-15T17:46:01Z,2024-12-31T15:34:38Z,83,600,912,Ruby,True,True,True,True,False,False,False,8
stemkoski/AR-Examples,600,Augmented Reality examples for the web.,2018-05-25T12:52:02Z,2025-05-17T00:12:28Z,339,600,33171,JavaScript,True,True,True,True,True,False,False,8
shelfio/jest-mongodb,600,Jest preset for MongoDB in-memory server,2018-02-15T00:22:42Z,2025-05-19T07:29:46Z,85,600,567,TypeScript,True,False,True,False,False,False,False,38
oblador/react-native-esbuild,600,Fast bundler and dev server for react-native using esbuild,2022-05-26T09:11:06Z,2025-03-28T19:00:25Z,12,600,727,JavaScript,True,True,True,False,False,False,False,2
CobreGratis/boletophp,600,Projeto Código-Aberto de Sistema de Boletos bancários em PHP,2011-02-21T03:33:53Z,2025-04-12T21:05:45Z,388,600,895,PHP,True,True,True,True,False,False,False,63
fymmot/inclusive-dates,600,A human-friendly datepicker – now as a Web Component! Supports natural language input through Chrono.js. Fully accessible with keyboard and screen reader. Contributions welcome!,2019-04-29T10:04:01Z,2025-05-14T09:39:15Z,22,600,2575,TypeScript,True,True,True,True,True,False,False,11
rage/java-programming,600,,2019-07-11T11:45:42Z,2025-05-17T00:33:50Z,228,600,98964,JavaScript,True,True,True,True,True,False,False,179
jonniek/mpv-playlistmanager,600,Mpv lua script to create and manage playlists,2016-06-16T10:18:28Z,2025-05-17T13:39:15Z,42,600,5952,Lua,True,True,True,True,False,False,False,7
jerrybendy/url-search-params-polyfill,600,a simple polyfill for javascript URLSearchParams,2016-09-02T16:29:32Z,2025-05-19T08:41:11Z,89,600,69,JavaScript,True,True,True,True,False,False,False,3
devitocodes/devito,600,DSL and compiler framework for automated finite-differences and stencil computation,2016-03-23T18:59:49Z,2025-05-19T19:02:53Z,236,600,253912,Python,True,True,True,True,True,True,False,126
jmolivas/symfony-certification-guide,600,Symfony certification guide,2014-07-10T15:43:13Z,2025-04-24T21:46:43Z,132,600,31,,True,True,True,True,False,False,False,1
asottile/git-code-debt,600,A dashboard for monitoring code debt in a git repository.,2013-11-14T16:05:41Z,2025-05-10T06:02:20Z,36,600,872,Python,True,False,True,False,False,False,False,3
Harmoc/CTFTools,600,Personal CTF Toolkit,2018-02-19T12:27:47Z,2025-05-13T21:24:14Z,137,600,361,,True,True,True,True,False,False,False,0
yuyicai/update-kube-cert,600,K8s 集群证书过期处理，更新 kubeadm 生成的证书有效期为 10 年; 为新集群生成 100 年证书支持全部版本。A tool to update and extend Kubernetes certificate expiration dates to 10 years. Generate 100 years certificates for new Kubernetes cluster,2019-07-27T15:13:07Z,2025-05-15T01:12:59Z,312,600,85,Shell,True,True,True,True,False,False,False,4
HashLips/solidity_smart_contracts,600,A list of smart contracts coded in solidity ,2021-09-17T16:14:31Z,2025-05-19T07:06:20Z,484,600,94,Solidity,True,True,True,True,False,False,False,36
nex-mpi/nex-code,600,Code release for NeX: Real-time View Synthesis with Neural Basis Expansion,2021-03-23T16:35:03Z,2025-03-11T04:48:25Z,72,600,52,Python,True,False,True,True,False,False,False,36
frida/cryptoshark,600,Self-optimizing cross-platform code tracer based on dynamic recompilation,2014-06-03T22:25:45Z,2025-03-25T09:11:05Z,63,600,6577,C++,True,True,True,True,False,False,False,12
actions-rs/toolchain,600,🛠️ GitHub Action for `rustup` commands,2019-09-12T13:43:05Z,2025-05-03T11:35:38Z,92,600,2565,TypeScript,True,False,True,False,False,True,True,57
texttron/tevatron,600,"Tevatron - Unified Document Retrieval Toolkit across Scale, Language, and Modality. Demo in SIGIR 2023, SIGIR 2025.",2021-09-09T01:46:10Z,2025-05-18T04:05:53Z,106,600,21369,Python,True,True,True,True,True,False,False,40
seanmonstar/num_cpus,600,Get the number of CPUs in Rust,2015-03-17T01:09:24Z,2025-04-26T05:11:58Z,93,600,98,Rust,True,False,True,False,False,False,False,33
brickpop/flutter-rust-ffi,600,Starter project for Flutter plugins willing to access native and synchronous rust code using FFI,2020-03-03T10:34:36Z,2025-05-05T01:58:48Z,51,600,184,Ruby,True,False,True,True,False,True,False,10
the-programmers-hangout/programming-resources,600,Collection of resources for programmers!,2019-10-07T05:16:42Z,2025-05-13T22:50:10Z,61,600,874,,True,False,True,False,False,False,False,3
int8/monte-carlo-tree-search,600,Monte carlo tree search in python ,2018-02-11T14:49:28Z,2025-05-14T11:46:12Z,171,600,25,Python,True,True,True,True,False,False,False,3
imageslr/mweb-themes,600,30+ 款 Markdown 预览主题，Typo.css、Vue、Bear、飞书云文档等风格，适用于 MWeb、Typora。,2019-11-09T08:05:06Z,2025-05-15T11:18:05Z,66,600,3905,JavaScript,True,True,True,True,True,False,False,3
microsoft/AIOpsLab,600,"A holistic framework to enable the design, development, and evaluation of autonomous AIOps agents.",2024-10-11T00:44:00Z,2025-05-19T08:13:44Z,81,600,29856,Python,True,True,True,True,True,False,False,3
AlonzoLeeeooo/awesome-text-to-image-studies,600,A collection of awesome text-to-image generation studies.,2024-02-11T16:36:09Z,2025-05-19T08:13:12Z,32,600,2194,TeX,True,True,True,False,False,False,False,0
huxiaoman7/leetcodebook,600,leetcode 1~400知识点&题型总结&leetcode对应题表,2019-02-20T06:38:21Z,2025-04-30T02:10:18Z,144,600,6066,Python,True,True,True,True,False,False,False,2
teeotsa/windows-11-debloat,600,Script to optimize your installation of Windows 11.,2021-10-11T17:48:22Z,2025-05-17T16:23:22Z,59,600,3784,PowerShell,True,False,True,False,False,True,False,0
Aashishkumar123/Python-GUI-Project,600,A Repositry that contains 20+ GUI Projects on python Tkinter,2020-06-23T10:21:50Z,2025-05-19T17:55:11Z,223,600,1928,Python,True,True,True,True,False,True,False,2
mafintosh/turbo-net,600,Low level TCP library for Node.js,2017-02-09T15:28:35Z,2025-02-11T15:49:07Z,39,600,45,JavaScript,True,True,True,True,False,False,False,14
allwefantasy/my-life,600,算是简历吧....,2015-04-04T03:21:33Z,2025-03-16T07:04:47Z,114,600,2468,GCC Machine Description,True,True,True,True,False,False,False,4
bitovi/documentjs,600,The sophisticated documentation engine,2010-02-23T16:16:13Z,2025-03-13T13:30:39Z,381,600,10094,JavaScript,True,True,True,True,True,False,False,110
rainabba/jquery-table2excel,600,jQuery Plugin to export HTML tabled to Excel Spreadsheet Compatible Files,2014-02-01T01:30:33Z,2025-04-17T14:17:19Z,660,600,411,JavaScript,True,True,True,True,True,False,False,75
theduke/quickjs-rs,600,Rust wrapper for the quickjs Javascript engine.,2019-07-16T08:03:56Z,2025-04-28T01:40:49Z,48,600,1286,C,True,False,True,False,False,False,False,34
pcbreflux/espressif,600,all espressif stuff will committed here,2016-11-06T10:46:16Z,2025-05-02T14:15:31Z,441,600,56427,C,True,True,True,True,False,False,False,38
JKme/cube,600,内网渗透测试工具，弱密码爆破、信息收集和漏洞扫描,2021-04-23T08:38:49Z,2025-05-15T07:49:54Z,66,600,12272,Go,True,True,True,True,False,False,False,0
Julie-tang00/Point-BERT,600,[CVPR 2022] Pre-Training 3D Point Cloud Transformers with Masked Point Modeling,2021-11-22T06:46:52Z,2025-05-19T05:18:37Z,70,600,2287,Python,True,True,True,True,False,False,False,29
jsocol/django-adminplus,600,Easily add custom views to the Django admin.,2011-03-04T14:23:48Z,2025-04-18T15:04:17Z,78,600,62,Python,True,True,True,True,False,False,False,14
daoluan/decode-memcached,600,memcached 源码剖析注释,2013-12-10T10:48:49Z,2025-04-22T07:16:16Z,185,600,490,C,True,True,True,True,False,False,False,2
hluhovskyi/HoldingButton,600,"Button which is visible while user holds it. Main use case is controlling audio recording state (like in Telegram, Viber, VK). ",2017-03-09T10:03:40Z,2025-05-05T11:51:57Z,68,600,2342,Java,True,True,True,True,False,False,False,9
giscafer/FinalScheduler,600,:calendar: 终极排班管理、考勤系统,2015-10-28T16:29:05Z,2025-05-09T10:00:10Z,308,600,23139,Java,True,True,True,True,False,False,False,9
rivafarabi/deckboard,600,Control your PC with your phone in easy way possible. News and updates on @DeckboardApp.,2018-02-25T14:06:10Z,2025-05-16T16:42:35Z,35,600,1311,,True,True,True,True,True,False,False,557
sunfishcode/wasm-reference-manual,600,WebAssembly Reference Manual,2016-09-04T16:45:47Z,2025-04-08T11:24:19Z,75,600,278,,True,True,True,False,False,False,False,3
mattlawer/BButton,600,BButton is a subclass of UIButton that looks like the bootstrap buttons.,2012-07-31T10:08:50Z,2025-04-11T02:11:06Z,185,600,761,Objective-C,True,True,True,True,True,False,False,10
vaquarkhan/microservices-recipes-a-free-gitbook,600,"“If you are working in an organization that places lots of restrictions on how developers can do their work, then microservices may not be for you.”  ― Sam Newman",2019-01-10T18:55:22Z,2025-05-05T21:08:09Z,228,600,294,,True,True,True,False,True,False,False,1
GPUOpen-Archive/Anvil,600,Anvil is a cross-platform framework for Vulkan,2016-05-17T16:48:39Z,2025-05-06T16:33:20Z,61,600,7201,C++,True,True,True,True,False,False,False,15
reqnroll/Reqnroll,600,Open-source Cucumber-style BDD test automation framework for .NET.,2024-01-15T14:26:15Z,2025-05-16T16:21:30Z,88,600,105403,C#,True,False,True,False,False,True,False,29
lingeringsound/10007,600,hosts of block ads,2022-09-23T01:03:42Z,2025-05-19T03:07:16Z,11,600,73682,HTML,True,True,True,True,True,False,False,7
JimmyCushnie/Noisy-Nodes,600,"Adds various noise generation nodes to Unity Shader Graph, including 3D noise nodes.",2020-04-17T08:47:36Z,2025-05-19T12:25:12Z,37,600,322,HLSL,True,True,True,True,False,False,False,11
wukongdaily/allinonescript,600,在软路由iStoreOS命令行中一键安装多个插件,2023-08-31T03:05:04Z,2025-05-04T03:55:59Z,126,600,11571,,True,True,True,True,False,False,False,4
yuhaoliu7456/CVPR2020-HAttMatting,600,Attention-Guided Hierarchical Structure Aggregation for Image Matting(CVPR2020),2020-02-25T04:11:43Z,2025-05-13T15:35:56Z,69,600,7599,Python,True,True,True,True,False,False,False,1
someu/aigotools,600,"AigoTools can help users quickly create and manage website directory, with built-in site auto-crawling features, and also provides internationalization, SEO, image storage, and other functions. It allows users to quickly deploy their own directory site online.",2024-06-12T10:33:27Z,2025-05-19T01:24:42Z,106,600,21109,TypeScript,True,True,True,False,False,False,False,3
SawyerHood/tlbrowse,600,Generate imagined websites on an infinite canvas,2024-05-25T21:34:51Z,2025-05-17T23:43:53Z,119,600,461,TypeScript,True,True,True,False,False,False,False,0
ducafecat/flutter_ducafecat_news_getx,600,flutter2 + dio4 + getx4,2021-05-31T09:57:15Z,2025-05-11T01:39:13Z,158,600,4928,Dart,True,True,True,True,False,False,False,6
chrisdone/hell,600,Haskell-based shell scripting language,2013-11-22T04:23:56Z,2025-05-12T06:06:55Z,53,600,351,Haskell,False,False,True,False,True,True,False,3
bitmovin/libdash,600,MPEG-DASH Access Library - Official ISO/IEC MPEG-DASH Reference Implementation,2013-01-15T09:53:58Z,2025-05-15T13:33:41Z,167,600,15208,C,True,True,True,True,False,False,False,28
lucaong/cubdb,600,Elixir embedded key/value database,2019-06-16T17:32:50Z,2025-05-16T02:07:27Z,28,600,11888,Elixir,True,True,True,True,False,False,False,13
tilt-dev/ctlptl,600,Making local Kubernetes clusters fun and easy to set up,2020-10-16T18:30:00Z,2025-05-19T02:39:05Z,39,600,1034,Go,True,True,True,True,False,False,False,12
OpnTec/malaysia.opentech.asia,600,,2019-11-09T01:46:36Z,2025-05-11T07:32:01Z,0,600,0,,True,True,True,False,True,False,False,1
cwilso/metronome,600,Web Audio metronome example to show scheduling.,2012-12-27T00:58:16Z,2025-05-12T08:32:46Z,197,600,23,JavaScript,True,True,True,True,True,False,False,6
ktprime/emhash,600,Fast and memory efficient c++ flat hash map/set,2019-09-11T05:16:39Z,2025-05-15T03:33:46Z,57,600,35262,C++,True,True,True,True,False,False,False,2
BretFisher/awesome-swarm,600,"All the awesome tools, docs, and training on Docker and Mirantis Swarm Mode (SwarmKit)",2023-02-16T02:16:29Z,2025-05-18T20:55:52Z,34,600,212,,True,False,True,False,False,True,False,5
machinezone/IXWebSocket,600,"websocket and http client and server library, with TLS support and very few dependencies",2018-09-27T21:07:07Z,2025-05-19T03:21:57Z,192,600,16131,C++,True,False,True,False,True,False,False,67
concept-graphs/concept-graphs,600,Official code release for ConceptGraphs,2023-09-28T23:58:12Z,2025-05-19T15:55:06Z,86,600,3569,Python,True,True,True,True,False,False,False,18
PolymerElements/app-layout,600,App layout elements,2015-08-06T19:34:10Z,2025-02-24T21:15:51Z,309,600,49427,HTML,True,True,True,True,True,False,False,40
apache/cordova-plugin-file-transfer,600,Apache Cordova File Transfer Plugin,2013-06-22T07:00:16Z,2025-05-07T03:35:06Z,888,600,1197,JavaScript,True,True,True,False,False,False,False,41
larryaasen/upgrader,600,A Flutter package for prompting users to upgrade when there is a newer version of the app in the store.,2018-12-03T02:09:27Z,2025-05-17T13:30:26Z,301,600,3011,Dart,True,True,True,True,False,False,False,117
biati-digital/alfred-calculate-anything,600,Alfred Workflow to calculate anything with natural language,2019-11-12T20:22:54Z,2025-05-17T16:19:55Z,36,600,87506,PHP,True,True,True,True,False,False,False,29
HelloVision/HelloMeme,600,The official HelloMeme GitHub site,2024-09-19T09:50:01Z,2025-05-15T15:57:21Z,38,600,21664,Python,True,True,True,False,False,False,False,18
Mawi137/ngx-image-cropper,800,An image cropper for Angular,2017-09-28T19:25:44Z,2025-04-11T09:46:08Z,210,800,13706,TypeScript,True,True,True,True,False,False,False,8
wkaisertexas/ScreenTimeLapse,800,Take color-accurate timelapses of your screens and cameras on MacOS,2023-03-06T23:32:59Z,2025-05-11T19:36:37Z,26,800,7846,Swift,True,False,True,False,False,False,False,3
benedekrozemberczki/ClusterGCN,800,"A PyTorch implementation of ""Cluster-GCN: An Efficient Algorithm for Training Deep and Large Graph Convolutional Networks"" (KDD 2019).",2019-06-17T19:22:40Z,2025-05-18T14:22:56Z,136,800,14921,Python,True,True,True,True,False,False,False,4
strivexjun/AheadLib-x86-x64,800,hijack dll Source Code Generator. support x86/x64 ,2018-02-02T05:48:54Z,2025-05-19T14:17:05Z,232,800,1043,C++,True,True,True,True,False,False,False,6
Stremio/stremio-addon-sdk,800,🧙 A Node.js SDK for creating and publishing Stremio add-ons,2018-03-30T15:08:45Z,2025-05-15T23:51:03Z,225,800,1063,JavaScript,True,True,True,True,True,False,False,57
dwyl/hapi-auth-jwt2,800,":lock: Secure Hapi.js authentication plugin using JSON Web Tokens (JWT) in Headers, URL or Cookies",2015-02-24T15:40:11Z,2025-03-24T00:40:36Z,127,800,1225,JavaScript,True,False,True,False,False,False,False,2
FalconForceTeam/FalconFriday,800,Hunting queries and detections,2020-08-04T10:25:37Z,2025-05-15T07:04:54Z,97,800,307,,True,False,True,False,False,False,False,2
AndyQ/NFCPassportReader,800,NFCPassportReader for iOS 13,2019-06-11T12:54:25Z,2025-05-19T12:06:28Z,273,800,2507,Swift,True,False,True,True,False,True,False,42
khanhas/Spicetify,800,Spice up your Spotify client,2018-02-01T11:53:20Z,2025-05-10T11:26:47Z,73,800,2963,JavaScript,True,True,True,True,False,False,True,16
chengshiwen/influxdb-cluster,800,InfluxDB Cluster - Open Source Alternative to InfluxDB Enterprise,2022-02-18T06:18:38Z,2025-05-15T13:18:48Z,138,800,2685,Go,True,False,True,True,False,False,False,5
eteran/c-vector,800,A dynamic array implementation in C similar to the one found in standard C++,2015-08-25T01:00:33Z,2025-05-18T02:50:04Z,115,800,132,C,True,True,True,True,False,False,False,2
google/capirca,800,Multi-platform ACL generation system,2015-08-04T17:25:11Z,2025-04-24T03:21:55Z,210,800,3317,Python,True,False,False,True,False,False,False,53
Maaack/Godot-Game-Template,800,"Godot template with a main menu, options menus, pause menu, credits, scene loader, extra tools, and an example game scene.",2022-09-05T00:01:34Z,2025-05-19T17:06:25Z,50,800,17561,GDScript,True,True,True,True,False,False,False,9
thomaspark/pubcss,800,Format academic publications in HTML & CSS,2015-01-20T04:52:16Z,2025-05-18T06:52:06Z,79,800,5412,SCSS,True,True,True,True,False,False,False,22
MAFINS/MenyooSP,800,[or Menyoo PC] - Trainer/mod menu for Grand Theft Auto V (single-player).,2019-02-20T18:41:20Z,2025-05-19T00:47:26Z,499,800,9620,C++,True,True,True,True,True,True,True,251
saeidshirazi/Awesome-Smart-Contract-Security,800,A curated list of Smart Contract Security materials and resources For Researchers,2022-05-05T03:51:56Z,2025-05-19T18:03:54Z,137,800,2981,,True,True,True,True,False,False,False,0
Arthurzhangsheng/CodeFormer_GUI,800,CodeFormer人脸清晰化工具图形界面版，自带环境解压即用,2022-12-06T02:34:51Z,2025-05-12T18:34:39Z,84,800,93,,True,True,True,True,False,False,False,4
anhttran/extreme_3d_faces,800,Extreme 3D Face Reconstruction: Looking Past Occlusions,2017-11-29T00:31:32Z,2025-05-14T21:59:51Z,181,800,64936,C++,True,True,True,True,False,False,False,14
easychen/docker2saas,800,An open source tool that lets you create a SaaS website from docker images in 10 minutes.,2021-02-13T06:23:12Z,2025-05-07T23:01:51Z,109,800,8610,PHP,True,True,True,True,False,False,False,5
SwiftPackageIndex/PackageList,800,The master list of repositories for the Swift Package Index.,2019-05-14T07:20:31Z,2025-05-19T07:29:23Z,611,800,9135,Swift,True,False,True,False,False,False,False,0
deepsweet/foxr,800,🦊 Node.js API to control Firefox,2018-08-09T08:45:28Z,2025-02-28T03:02:19Z,18,800,1556,TypeScript,True,True,True,True,False,False,True,32
EasyChart/Beautiful-Visualization-with-R,800,《R语言数据可视化之美》配套代码,2019-06-01T14:14:10Z,2025-05-14T09:16:19Z,551,800,225380,PostScript,True,True,True,True,False,False,False,5
ternjs/tern_for_sublime,800,Sublime Text package adding Tern support,2013-04-26T13:34:00Z,2025-03-04T11:06:04Z,52,800,99,Python,True,True,True,True,False,False,False,43
osteslag/Changeset,800,Minimal edits from one collection to another,2015-12-29T16:02:50Z,2025-04-04T13:27:58Z,42,800,550,Swift,True,False,True,False,False,True,False,3
smellslikeml/ActionAI,800,Real-Time Spatio-Temporally Localized Activity Detection by Tracking Body Keypoints,2019-02-07T06:09:11Z,2025-05-08T15:25:15Z,192,800,209898,Python,True,True,True,True,False,False,False,34
scottyzen/woonuxt,800,Static e-commerce powered by WooCommerce & Nuxt,2021-06-10T22:08:35Z,2025-05-19T15:42:30Z,244,800,17891,Vue,True,True,True,True,False,True,False,51
darbyluv2code/spring-and-hibernate-for-beginners,800,Source code for the course: Spring and Hibernate for Beginners,2019-09-04T03:23:43Z,2025-05-02T04:34:36Z,781,800,3944,Java,False,True,True,True,False,False,False,0
madeye/gaeproxy,800,GAEProxy for Android (Deprecated),2011-02-20T05:09:06Z,2025-05-18T11:37:46Z,274,800,51954,C,False,True,True,True,False,False,False,1
tpm2-software/tpm2-tss,800,OSS implementation of the TCG TPM2 Software Stack (TSS2),2015-06-30T16:21:57Z,2025-05-18T17:11:01Z,373,800,25303,C,True,False,True,True,False,False,False,134
mattlewis92/angular-bootstrap-calendar,800,A port of the bootstrap calendar widget to AngularJS (no jQuery required!),2014-09-27T12:21:19Z,2025-02-03T23:52:26Z,370,800,6313,JavaScript,True,False,True,False,True,False,True,0
NetManAIOps/OmniAnomaly,800,KDD 2019: Robust Anomaly Detection for Multivariate Time Series through Stochastic Recurrent Neural Network,2019-02-02T11:58:29Z,2025-05-16T15:38:54Z,211,800,109678,Python,True,True,True,True,False,False,False,30
gmoral/Books,800,,2023-02-24T14:08:39Z,2025-05-18T13:22:12Z,283,800,348084,,True,True,True,True,False,False,False,0
gajus/flow-runtime,800,A runtime type system for JavaScript with full Flow compatibility.,2016-10-22T02:25:16Z,2025-03-20T12:51:16Z,57,800,18533,JavaScript,True,False,True,False,True,False,False,83
stalomeow/StarRailNPRShader,800,Fan-made shaders for Unity URP attempting to replicate the shading of Honkai: Star Rail.,2023-08-06T08:50:58Z,2025-05-19T18:00:47Z,131,800,34721,C#,True,True,True,False,False,True,True,0
kevinastone/django-api-rest-and-angular,800,An example repository of combining Django Rest Framework with AngularJS,2013-09-24T23:15:01Z,2025-03-17T09:21:21Z,291,800,1185,Python,True,True,True,True,False,False,False,0
thethoughtemporium/Whose-gene-is-it-anyway,800,,2020-04-07T18:16:15Z,2025-04-28T13:19:37Z,83,800,1992,JavaScript,True,True,True,True,True,False,False,9
tobiashochguertel/c4-draw.io,800,C4 Modelling little bit easier,2017-08-25T18:47:57Z,2025-05-12T01:47:24Z,106,800,1482,HTML,True,True,True,True,True,False,False,14
bumaociyuan/ios-ipa-server,800,Create a HTTPS Server to install iOS ipa,2015-07-17T01:36:56Z,2025-04-26T10:00:42Z,184,800,1037,JavaScript,True,True,True,True,False,False,False,11
PickNikRobotics/rviz_visual_tools,800,C++ API wrapper for displaying shapes and meshes in Rviz,2014-10-21T00:59:11Z,2025-05-11T15:52:13Z,245,800,3932,C++,True,False,True,False,False,False,False,40
bugen/pypipe,800,Python pipe command line tool,2023-09-20T06:30:07Z,2025-05-17T16:33:06Z,26,800,517,Python,True,True,True,False,False,True,False,6
pnp/pnpjs,800,Fluent JavaScript API for SharePoint and Microsoft Graph REST APIs,2017-09-01T15:01:39Z,2025-05-19T11:05:42Z,311,800,27083,TypeScript,True,True,True,False,True,False,False,9
microrealestate/microrealestate,800,This is an Open Source Real estate management system that helps landlords to manage their rentals and properties,2017-11-05T18:43:50Z,2025-05-19T11:39:10Z,290,800,7121,JavaScript,True,True,True,True,False,True,False,15
gaearon/suspense-experimental-github-demo,800,Sample project built with Suspense to demonstrate render-as-you-fetch,2019-11-05T03:32:27Z,2025-05-05T18:12:55Z,41,800,1480,JavaScript,True,True,True,True,False,False,True,11
HackSoftware/Django-Styleguide-Example,800,Repository for example styleguide project,2020-06-19T07:34:11Z,2025-05-15T08:59:30Z,136,800,854,Python,True,True,True,True,False,False,False,18
fabio914/RealityMixer,800,Mixed Reality app for iOS,2020-10-18T17:21:12Z,2025-05-04T01:50:47Z,65,800,142301,Swift,True,True,True,True,False,False,False,53
AndrewEllis93/Ellis-SuperSlicer-Profiles,800,,2021-10-13T00:56:14Z,2025-05-09T09:09:42Z,167,800,19385,,True,True,True,True,False,False,False,8
bnoordhuis/node-iconv,800,node.js iconv bindings - text recoding for fun and profit!,2010-07-12T21:44:04Z,2025-02-14T15:49:29Z,118,800,5455,JavaScript,True,True,False,False,False,False,False,6
node-webot/wechat-oauth,800,Wechat OAuth,2014-11-25T12:19:18Z,2025-05-09T05:33:36Z,137,800,242,JavaScript,True,True,True,True,True,False,False,10
xolvio/chimp,800,"Tooling that helps you do quality, faster.",2015-03-30T23:43:04Z,2025-05-13T09:16:30Z,139,800,6076,TypeScript,True,False,True,False,False,True,False,9
titu1994/neural-image-assessment,800,Implementation of NIMA: Neural Image Assessment in Keras,2018-01-02T07:12:38Z,2025-05-16T04:04:26Z,221,800,22022,Python,True,True,True,True,False,False,False,14
Oxford-PTAM/PTAM-GPL,800,PTAM (Parallel Tracking and Mapping) re-released under GPLv3.,2013-10-24T05:37:42Z,2025-05-16T19:31:08Z,359,800,1233,C++,True,True,True,True,False,False,False,17
motor-admin/motor-admin-rails,800,"Low-code Admin panel and Business intelligence Rails engine. No DSL - configurable from the UI. Rails Admin, Active Admin, Blazer modern alternative.",2021-03-04T23:54:53Z,2025-05-17T16:22:13Z,79,800,1586,Ruby,True,True,True,True,False,False,False,23
elbywan/yett,800,🔐A small webpage library to control the execution of (third party) scripts,2018-06-04T10:03:05Z,2025-04-07T14:33:14Z,73,800,567,JavaScript,True,True,True,True,True,False,False,9
structr/structr,800,Structr is an integrated low-code development and runtime environment that uses a graph database.,2011-02-01T20:55:18Z,2025-05-19T11:46:07Z,158,800,420693,Java,True,True,True,True,True,False,False,23
bbatsov/solarized-emacs,800,"The Solarized colour theme, ported to Emacs.",2011-12-03T07:07:25Z,2025-05-19T18:48:21Z,178,800,1291,Emacs Lisp,True,True,True,True,False,False,False,29
FareedKhan-dev/all-rl-algorithms,800,Implementation of all RL algorithms in a simpler way,2025-03-30T13:33:06Z,2025-05-19T13:48:58Z,88,800,4570,Jupyter Notebook,True,True,True,True,False,False,False,1
mcmatan/ImageOpenTransition,800,Beautiful and precise transitions between ViewControllers images written in Swift.,2016-07-19T11:27:53Z,2025-01-17T15:00:58Z,37,800,490,Swift,True,True,True,True,False,False,False,3
DNLHC/glance.nvim,800,Peek preview window for LSP locations in Neovim,2022-11-24T13:47:04Z,2025-05-19T15:31:49Z,25,800,109,Lua,True,True,True,True,False,False,False,11
HackOvert/GhidraSnippets,800,Python snippets for Ghidra's Program and Decompiler APIs,2019-11-27T13:35:09Z,2025-05-19T03:56:20Z,70,800,45,,True,True,True,True,False,True,False,2
